Title,URL,Genre,Plays,Plays for sorting,Publish Date
My Army Base,https://www.youtube.com/playables/Ugkx8P0Q-QKOEXt5cyduXnX1T6GelDjwQXIx,Simulation,566 thousand plays,566000,17 Aug 2026
Magikmon,https://www.youtube.com/playables/UgkxSQfBM8kUdd7BGKO_YTgTGigxHD-bMPxy,RPG and strategy,566 thousand plays,566000,11 Feb 2025
Car Crash Sandbox,https://www.youtube.com/playables/UgkxPK1Y0d37P08I1R3JLmuugfFzPOlwcgEZ,Racing,565 thousand plays,565000,21 Aug 2026
Vex 9,https://www.youtube.com/playables/UgkxRyC06HyuOk6Ep0Nbt63xtOc1gmWI4R4Y,Action,564 thousand plays,564000,29 Jun 2026
Star Journey Nonogram,https://www.youtube.com/playables/UgkxQQWFuN9ZseiP2WjKwNZCkneg1lEl3MfN,Brain and puzzle,564 thousand plays,564000,29 May 2026
Tiny Ants,https://www.youtube.com/playables/UgkxvVHa7QEFeXHHgK4vIoj0lUObovzyQXTi,Simulation,561 thousand plays,561000,7 Aug 2026
Slither Snake Classic,https://www.youtube.com/playables/Ugkxc-7liO5FzN4Mg68LVmlH-lc0MsgdXH64,Arcade,561 thousand plays,561000,30 Jul 2026
Stealth Ninja!,https://www.youtube.com/playables/UgkxX1Bygv9bMtjsqQqvSlse1mfsaYzh0LBi,Arcade,560 thousand plays,560000,17 Jun 2026
Runners Vs Cars,https://www.youtube.com/playables/UgkxPwaww8yX71YNE0JUvDOUbb0sUHs0NGMO,Racing,552 thousand plays,552000,26 May 2026
ASMR Mahjong: Daily Match,https://www.youtube.com/playables/UgkxvQqEF8EZgcppLl9rpSXzO5pOJlAJyUWp,Brain and puzzle,551 thousand plays,551000,17 Mar 2026
Tanks vs. Planes,https://www.youtube.com/playables/UgkxKaneqJANy464pKQldY9aWtrZ3Y5MVcKN,Action,549 thousand plays,549000,18 Nov 2025
Echo Chess,https://www.youtube.com/playables/Ugkx_tMEEGIyD-39rqjxZD2TSrQIUqWH9fmq,Multiplayer,549 thousand plays,549000,
Fishing: Catch the Secret Brainrot,https://www.youtube.com/playables/UgkxDKW03Df2Yb3U26T1wtyp_W_lFVa_JaCN,Simulation,547 thousand plays,547000,1 Aug 2026
Pogo Rush,https://www.youtube.com/playables/UgkxMeElv8Dq8wBR7eZn_fv00cCfAhT38vcW,Action,541 thousand plays,541000,17 Jul 2026
Pool Club: 8 Ball Billiards,https://www.youtube.com/playables/UgkxY3IMUz6zeMKj53188Q3stEIwVi6BKQdT,Sport,541 thousand plays,541000,3 Jun 2026
Highway Hero,https://www.youtube.com/playables/Ugkx-2DIXYsm5JGRvvTcYE4bjWQlsQU8WhOK,Racing,536 thousand plays,536000,2 Apr 2026
GeoGuessr - Daily Game,https://www.youtube.com/playables/UgkxAbBmW6nhPIhKwP-MwXXNUo_5Oejh7Eyw,Multiplayer,Daily Game – 536 thousand plays,536000,
One Man Tower,https://www.youtube.com/playables/Ugkxitd2pYbdHAxO1EzdbsS2YLcoGy0uqb-D,Arcade,528 thousand plays,528000,3 Jul 2026
Snake Escape Puzzle,https://www.youtube.com/playables/UgkxkjJ2r_CcQhdJPj1bd20qoxkicraF1AoC,Brain and puzzle,528 thousand plays,528000,27 May 2026
Pop Glide 3D,https://www.youtube.com/playables/UgkxBMbqItmjBto8WYiCxGhViQKjvzREiGh3,Arcade,528 thousand plays,528000,24 Mar 2026
Cat Number Match,https://www.youtube.com/playables/UgkxSBcOju_GlpJX0OuuzvfD_jl6pTFV7Vks,Brain and puzzle,527 thousand plays,527000,27 Jan 2026
Candy Riddles,https://www.youtube.com/playables/Ugkx_arFoRWuGbM3H6mgTR2japXzWlXdbvhD,Brain and puzzle,524 thousand plays,524000,2 Dec 2025
Goat Escape,https://www.youtube.com/playables/Ugkxd9kUId2qcF1-1A6_RafNBQw3TMTxAsgC,Arcade,519 thousand plays,519000,26 May 2026
Bounce Tiles 3D,https://www.youtube.com/playables/UgkxJSbskTLhg3pmU56j7eIUFcYvD_Ab2pLd,Arcade,518 thousand plays,518000,17 Feb 2026
Dress Up 3D,https://www.youtube.com/playables/Ugkx6OVhIZk5euEJb9_sozx7cW5TqYbE1oAx,Simulation,515 thousand plays,515000,7 Aug 2026
Car Jam Solver,https://www.youtube.com/playables/UgkxBdxuv8zinaIHfUF4Xf0ICOxMt4JjTOzY,Brain and puzzle,514 thousand plays,514000,30 Jul 2026
2048 Drop Balls,https://www.youtube.com/playables/Ugkxf4Xdm2ehBDYPfD_1A1O9eOQzzVWy-QTg,Arcade,513 thousand plays,513000,28 May 2026
Cooking with PomPom,https://www.youtube.com/playables/Ugkx23h86AJN9T0MkVR3_IqntXHcbUv799aw,Simulation,511 thousand plays,511000,3 Feb 2026
Build a Rollercoaster: Simulator,https://www.youtube.com/playables/UgkxGPePqbsHn-8D6rYwWHrM17p54HsZrdIw,Simulation,510 thousand plays,510000,21 Aug 2026
Word Search,https://www.youtube.com/playables/Ugkx2HOZnuSgbnqDNRZkQAFx7lxmNjRQrmmO,Trivia and word,510 thousand plays,510000,9 Jun 2026
Car Out,https://www.youtube.com/playables/Ugkx51PF5cKfHWe07pbbGBJ9yEjDl5zdOH06,Brain and puzzle,509 thousand plays,509000,10 Aug 2026
Cozy Coloring,https://www.youtube.com/playables/UgkxYg6kSOiQuvDNuHk7HvR0t5uMC1KXSIzJ,Brain and puzzle,504 thousand plays,504000,9 Jul 2026
Squad Assembler: Merge,https://www.youtube.com/playables/UgkxOikLrsntr8GDoptM0vTWvyn_UpATQR3w,RPG and strategy,499 thousand plays,499000,20 May 2026
Tic Tac Toe Evolved,https://www.youtube.com/playables/Ugkxj6wvhfQPXWGV1-b0IiH3kliWkb25EzqU,Board and card,487 thousand plays,487000,3 Mar 2026
Color Hole Frenzy,https://www.youtube.com/playables/UgkxGR2TnDd3W1irn2bJlT2xFvMiqYFPwBbZ,Brain and puzzle,485 thousand plays,485000,30 May 2026
Craft Car DIY,https://www.youtube.com/playables/UgkxHNWuZ3IhO2ipRB7ehxi40th7jOqjR8po,Racing,479 thousand plays,479000,11 Aug 2026
Save The Baby,https://www.youtube.com/playables/UgkxJTLqN0C7BTmTyOph3AAICQjOG607EV7l,Brain and puzzle,478 thousand plays,478000,8 Aug 2026
Missile Smash,https://www.youtube.com/playables/Ugkxri8L-KM7obcxBswd3ClN-p6UbfhPtpCz,Simulation,477 thousand plays,477000,17 Mar 2026
Master Chess,https://www.youtube.com/playables/Ugkxrc0F-qy0A6alHI3C43ZCNW042yeFaot1,Board and card,476 thousand plays,476000,5 Jun 2026
Study Zone,https://www.youtube.com/playables/UgkxgBZDx2AFs-uREdVzS4P4-Tst2rM4M6f3,Brain and puzzle,474 thousand plays,474000,16 Dec 2025
Jail Escape,https://www.youtube.com/playables/Ugkxf2SBqj9PnKzjXEMGu-8Am3yGk8KxLbr2,Brain and puzzle,473 thousand plays,473000,3 Jul 2026
Cyber Arena - FPS Battle,https://www.youtube.com/playables/Ugkx-TZ5rOg3z7C5kAMXFjr0kPO2MPf4GnH5,Action,FPS Battle – 472 thousand plays,472000,27 Jul 2026
Puzzle Blocks Classic,https://www.youtube.com/playables/Ugkx-kw-Idcg6Ab7ZUKy0RH5sAEJhSOzgqyh,Arcade,472 thousand plays,472000,6 Jul 2026
Wheelie How Far Can You Go?,https://www.youtube.com/playables/UgkxgKI7zhKZpNFWJYbaohe3TT_sUiuPXz5H,Racing,470 thousand plays,470000,21 May 2026
Cobra Tower Defense,https://www.youtube.com/playables/Ugkxeb4tehQzY7ZuUA9z2CUMuYfUcXP-w_68,Action,468 thousand plays,468000,16 Apr 2026
Crystal Canvas,https://www.youtube.com/playables/UgkxfGLwZnFqVSAWpA8J5KN5VX2SDi689wA4,Brain and puzzle,462 thousand plays,462000,9 Jul 2026
Hill Climber,https://www.youtube.com/playables/UgkxW7Xiar5nJs92igKW809Mv6nwVK3mna_U,Arcade,459 thousand plays,459000,2 Aug 2026
Lifeplaysim – A Simulation of Evolution and Life,https://www.youtube.com/playables/Ugkx9anwy64X2NKY2AQAvMz92yNHnvhiAlDR,Simulation,A Simulation of Evolution and Life – 459 thousand plays,459000,10 Jun 2026
Ludo Star,https://www.youtube.com/playables/UgkxR_ANXHLKs6MBrbGOMuiupjq7Oww08Wgg,Board and card,455 thousand plays,455000,3 Apr 2026
Slice & Soar,https://www.youtube.com/playables/UgkxNeCL3GnyaIqVNoSGcqGAxgJ6hj3wkQTM,Arcade,454 thousand plays,454000,28 Jul 2026
Tasty Match - Tile Connect,https://www.youtube.com/playables/UgkxC4w66FEKWnzHfFwf31LBhjvalFPcxKTC,Brain and puzzle,Tile Connect – 449 thousand plays,449000,31 Mar 2026
Sling Kong,https://www.youtube.com/playables/UgkxUER769QVwihy_IsbEdySbIF-comzolI6,Arcade,449 thousand plays,449000,10 Mar 2026
Glass Cutter ASMR,https://www.youtube.com/playables/UgkxR4RRNGMjEr_mUNYg_dyl8E1jMgpzsaYs,Brain and puzzle,448 thousand plays,448000,3 Feb 2026
Skillful Finger,https://www.youtube.com/playables/Ugkxev-8udw93vHsCApOcCNQ2dS9gPV5Nw_E,Arcade,446 thousand plays,446000,15 Apr 2026
Reagents!,https://www.youtube.com/playables/UgkxbGePhd8oyd4XQmddDmnddN3Sl-Gni2as,Brain and puzzle,444 thousand plays,444000,13 Apr 2026
Stud Rider,https://www.youtube.com/playables/UgkxgXKcdKYCcsn7h4KTbTJ_yQ1lcSQM0sxv,Racing,442 thousand plays,442000,14 Aug 2026
Block Blast,https://www.youtube.com/playables/UgkxTFF99vkN3UUZkXkR-Hxa-1ldsfFvkLVW,Arcade,441 thousand plays,441000,30 Jun 2026
Heart Box,https://www.youtube.com/playables/UgkxUxstMAJQ3CW45hCxQ-uBL8bdAybd_SXH,Brain and puzzle,441 thousand plays,441000,1 Jun 2026
Pizza Tower,https://www.youtube.com/playables/UgkxryPDyqgoHMNNdZ0tjQBDgTYW-Zal-Bfq,Arcade,440 thousand plays,440000,2 Jul 2026
Dirt Runner,https://www.youtube.com/playables/Ugkx_simu46TDVjjmKZdirw90naSGwPx3c3z,Arcade,439 thousand plays,439000,16 Dec 2025
Puzzle Block Master,https://www.youtube.com/playables/UgkxO17W79QweElJPIAxQarglgnB1LhF9s_2,Brain and puzzle,434 thousand plays,434000,23 Jun 2026
AZ Merge,https://www.youtube.com/playables/UgkxMSfWzGFAktD_T7HJJE-NNxDgB-19wuJo,Arcade,433 thousand plays,433000,18 Jun 2026
Moto Dash - Endless Bike Racing,https://www.youtube.com/playables/UgkxemTEs-IgPcDUoBm4v6VUUFkFozpRr1H-,Racing,Endless Bike Racing – 432 thousand plays,432000,1 Aug 2026
Jigsolitaire,https://www.youtube.com/playables/Ugkxfnb4cNpYt8bkszyIM6JdyCbWLh1GayeS,Brain and puzzle,430 thousand plays,430000,17 Jul 2026
Bus Sort Jam,https://www.youtube.com/playables/UgkxDs-3rcBoWGz1SzmvmE8cN8E6y7U8z7MP,Brain and puzzle,430 thousand plays,430000,24 Mar 2026
Doll GlowUp,https://www.youtube.com/playables/Ugkx8bGykd8Qdf7bNLE0uXMj74KbczbBa8Cg,Simulation,429 thousand plays,429000,6 Aug 2026
Tile Guru: Match Fun,https://www.youtube.com/playables/UgkxBx0BrfpAkQpi2fzZJvxPUy_lONFycygj,Brain and puzzle,429 thousand plays,429000,25 Nov 2025
Subway Princess Runner,https://www.youtube.com/playables/UgkxqMZ9KGkvNYF3dz4boTOR7C28t8EtM2ce,Action,427 thousand plays,427000,11 Aug 2026
Flingaling,https://www.youtube.com/playables/UgkxkIrhqn4IozdHHwzAvkYqNeWARF1d9qfg,Brain and puzzle,427 thousand plays,427000,16 Dec 2025
Sky Drop,https://www.youtube.com/playables/Ugkx_G6zz7OW0N_ASxI3o0J_iIdUsQ3ql5Z8,Action,425 thousand plays,425000,3 Mar 2026
Makeup Hole,https://www.youtube.com/playables/UgkxZyqj_jcW1mbok5UugXcfrIlyHLeqcBnK,Arcade,424 thousand plays,424000,29 Jun 2026
Fierce Shot,https://www.youtube.com/playables/Ugkx2IGCa-2q60dTGpw9HWn_JzsLqSOivMzH,Sport,424 thousand plays,424000,12 May 2026
3D Sandbox: Battle of the Kingdoms,https://www.youtube.com/playables/UgkxI7Pmrww_akkQnIH5C7-XApMq6ZP1oo6b,Simulation,422 thousand plays,422000,10 Jul 2026
Hidden Objects: Island Secrets,https://www.youtube.com/playables/Ugkxj27ahBKYYhyuDsbxVw3NmvXfLI0A-8rO,Brain and puzzle,418 thousand plays,418000,18 May 2026
2 Minute Football QB Legend,https://www.youtube.com/playables/UgkxKvh1Y3fTyiNWeYlzj07lnY7QhR84OU0N,Sport,413 thousand plays,413000,7 Jul 2026
Marbles Garden,https://www.youtube.com/playables/UgkxRTKK2UVzp3qO7FEJ7InK0S07atIRzCHX,Action,412 thousand plays,412000,30 Sept 2025
Stack Up 3D,https://www.youtube.com/playables/UgkxXqtl8vjH8sHwHpsjZBgW3LRdd0gVPC3q,Arcade,411 thousand plays,411000,24 Mar 2026
Elemental Monsters: Merge,https://www.youtube.com/playables/UgkxYGDDBcGY1Zab4482uvAluNaszfql8MJ9,RPG and strategy,410 thousand plays,410000,29 Jul 2026
Ultimate Sudoku,https://www.youtube.com/playables/UgkxgIkuNwas0Hwu8sSD-L59_SEILbPlwkz0,Brain and puzzle,410 thousand plays,410000,21 May 2026
Sugar Cube,https://www.youtube.com/playables/UgkxQuuX20KKBe2wNiSgdc-QR3P--hL6HdNx,Brain and puzzle,407 thousand plays,407000,16 Dec 2025
Fruit Cube Blast,https://www.youtube.com/playables/UgkxnumNuXF3sQR7UFRi2m3j71gfyPHbw80S,Brain and puzzle,406 thousand plays,406000,2 Apr 2026
Super Matino,https://www.youtube.com/playables/UgkxmLZ5hdCDG4F9juUVJUMKb5YbcfGAXGiM,Brain and puzzle,405 thousand plays,405000,18 Jun 2026
Samurai Survival IO,https://www.youtube.com/playables/UgkxsHN0mqp9rERiZ842whn0rPMQeSTOQ9zf,Action,404 thousand plays,404000,28 May 2026
Chicken Merge,https://www.youtube.com/playables/Ugkx8Ymh5Mx3tR2fBd3JjTK5Ktt7o7YZzVzK,Action,400 thousand plays,400000,23 Jul 2026
Bubble Master,https://www.youtube.com/playables/UgkxxE7Gv0QGJai8h4HbFZyZ8EMpRzbGe88y,Arcade,400 thousand plays,400000,22 Jun 2026
Draw the Rest,https://www.youtube.com/playables/UgkxbLAGxx1-WYaUiKQgsUlGRAnxQvyDMOn1,Brain and puzzle,394 thousand plays,394000,7 Jul 2026
Stickman: Legacy of War 3D,https://www.youtube.com/playables/UgkxO7hgC7CLieaBV1iSyRkug2rGm6T2lLLh,Action,392 thousand plays,392000,21 May 2026
HOU$LE,https://www.youtube.com/playables/UgkxSyOqlgrmMMaATbEmjxZciAw7UClKl6X1,Brain and puzzle,385 thousand plays,385000,22 Oct 2025
Conquer.io,https://www.youtube.com/playables/UgkxzCHNgH1KuP9l_Yh6cyS4ZMtN_OBkxT_q,Arcade,383 thousand plays,383000,1 Jun 2026
Tallman Classic,https://www.youtube.com/playables/Ugkxo1Ij0UMQXV0xaCX_EXg4W-dINJMek8Yz,Arcade,382 thousand plays,382000,3 Aug 2026
Jigsaw Blocks,https://www.youtube.com/playables/UgkxPfMYBWHq86etjirGqibHnwVypBuf4Vl1,Brain and puzzle,381 thousand plays,381000,10 Jul 2026
Parking Jam Bus,https://www.youtube.com/playables/Ugkx2CnVZF--iREiuayV_e1aLLqWZEwxBEHT,Brain and puzzle,381 thousand plays,381000,17 Mar 2026
Lift It Up,https://www.youtube.com/playables/Ugkx1goMeOyt_1fcauWPwDi2XOZwMHoX-MUV,Arcade,379 thousand plays,379000,17 Jul 2026
Pool Shooter Pro 🎱,https://www.youtube.com/playables/UgkxaxTAror5HrkMoTHUnrVvbIvNL8ix99is,Arcade,379 thousand plays,379000,9 Jun 2026
Fieryluigi's Boredom Beatdown,https://www.youtube.com/playables/UgkxIKUrRMQZSz6tQ7X8EKnrXrZ_5DHUD5Ku,Arcade,379 thousand plays,379000,28 Jan 2026
Prison Guard -  Idle Tycoon,https://www.youtube.com/playables/UgkxBR1-EHY2GXD4ZnJqT9716xq1wDdRHa75,Simulation,Idle Tycoon – 377 thousand plays,377000,25 May 2026
Rolling Ball 3D,https://www.youtube.com/playables/UgkxNX5JUXLFCGWIpjkbsuuzohBX5aR9p2zD,Brain and puzzle,376 thousand plays,376000,11 Aug 2026
Unpark Jam - Block Puzzle,https://www.youtube.com/playables/UgkxTxfBq6iOiJwGXRMSGG8zI0REURTpXroj,Brain and puzzle,Block Puzzle – 375 thousand plays,375000,1 Apr 2026
Stair Master 3D,https://www.youtube.com/playables/Ugkx87j7_fdI3AUKMkfe0Chu-w3O6PKIxLNA,Arcade,374 thousand plays,374000,5 May 2026
Pizza Inc.,https://www.youtube.com/playables/UgkxOTqK6a2_6ChV0IEN39C8HVRNNaDNa_St,Simulation,372 thousand plays,372000,19 Aug 2026
Merge Fruit Characters,https://www.youtube.com/playables/UgkxaM7EGH_6-xCocmbLsNvy_tN9hopl_kOU,Arcade,372 thousand plays,372000,7 Jul 2026
Summon Dragon,https://www.youtube.com/playables/UgkxIbW4cBvh-pFHZzfKngAXWRvzHzuzhH3V,RPG and strategy,371 thousand plays,371000,28 Jul 2026
Soccer Random,https://www.youtube.com/playables/UgkxP_ILIV04teXceNlNKBMdxSEQNl--hyut,Sport,368 thousand plays,368000,20 Jun 2026
Slide Drop: Block Puzzle,https://www.youtube.com/playables/UgkxP6wRqe2de-f6saENFMOjM-vuGsn-aAEm,Brain and puzzle,368 thousand plays,368000,3 May 2026
Magic Kingdom: Hex Match,https://www.youtube.com/playables/UgkxOe68EYG13l4-YUFtf9KCR6K6ADaf0R53,Brain and puzzle,367 thousand plays,367000,24 Feb 2026
Micro Blocks - Match Puzzle,https://www.youtube.com/playables/UgkxcKBBugM6WACIRqAAHNeOnbdLipKBnunH,Brain and puzzle,Match Puzzle – 367 thousand plays,367000,17 Feb 2026
Tidy Quest,https://www.youtube.com/playables/UgkxVEDo6Y-xwBcXBKlr3RfEHEMKYxRDxaiz,Brain and puzzle,363 thousand plays,363000,7 Aug 2026
Riff Runner,https://www.youtube.com/playables/UgkxuBD_ZmIEtpYzWyau3iI-7YMbHkr4Sg8S,Music,363 thousand plays,363000,27 Oct 2025
Cosmic Cookout: The Great Cow Heist,https://www.youtube.com/playables/Ugkxds1rPQlzp8LT7AqxD4NL4gGeA-k-WNxP,Arcade,361 thousand plays,361000,16 Dec 2025
Math Runner,https://www.youtube.com/playables/UgkxPQTILIkFv0-tz3mbs5MjjfRxrdDpHplV,Brain and puzzle,360 thousand plays,360000,3 Jun 2026
Merge Dragons: Raising Legends,https://www.youtube.com/playables/UgkxAq2Gx6AyLi6j8J2dmjA4HICVPwl4qgWn,Arcade,360 thousand plays,360000,3 Jun 2026
Xeno-Rancher: Endless Harvest,https://www.youtube.com/playables/UgkxNN5Huo4kx3rAfLwxoMVAz3cg_Rb-eL8B,Arcade,Rancher: Endless Harvest – 359 thousand plays,359000,16 Dec 2025
Restaurant Empire,https://www.youtube.com/playables/UgkxwQnI-nrRU80b9fZ5hfpxFMbluuG5yJTY,Simulation,358 thousand plays,358000,1 Aug 2026
Merge Evolution: Idle Clicker,https://www.youtube.com/playables/Ugkx8B_g-f8WecPueJGf9KcFm1BTTI7WlmL5,Brain and puzzle,358 thousand plays,358000,4 Jun 2026
Snack Sort,https://www.youtube.com/playables/UgkxUQUpL7vJV-BZScOBvwTwWNfpbGASMrjC,Brain and puzzle,357 thousand plays,357000,3 Mar 2026
Hungry Hole,https://www.youtube.com/playables/Ugkx_BT_QgRory5WQzSqY2ZBW-D2qE9SDvxY,Arcade,355 thousand plays,355000,23 Jul 2026
Colossatron,https://www.youtube.com/playables/UgkxNLLgC3YotkBMX15uMQ7fT2GY3KEbX2JG,Arcade,355 thousand plays,355000,2 Jun 2026
Fill The Spots,https://www.youtube.com/playables/UgkxW62vHWau5xRKYTktIRF1IeUbbQ2IE7kA,Brain and puzzle,353 thousand plays,353000,17 Mar 2026
Pet Card Sort Collect Em All,https://www.youtube.com/playables/UgkxeWepVVZcowzVaTU1c6To8bc9lXBhcbHS,Brain and puzzle,353 thousand plays,353000,17 Feb 2026
Dart Balster Fps Challenge,https://www.youtube.com/playables/UgkxDInJ4TbguxKG7EK_pGySbdj_5nGS6U93,Simulation,348 thousand plays,348000,26 Jun 2026
Dart Blasters Tower Race,https://www.youtube.com/playables/UgkxhGi93JpYkqWc470wDOBjYkD4c2X1s_XQ,Arcade,346 thousand plays,346000,22 Jun 2026
Zig Zag Challenge,https://www.youtube.com/playables/UgkxHokDnczOk5EbpPRdqbE2D-3RTfduMoKR,Arcade,346 thousand plays,346000,24 Feb 2026
Gem Sort,https://www.youtube.com/playables/Ugkx8jmoAhvl2ImU21G-nOyYjQQsAGuRRlDK,Brain and puzzle,346 thousand plays,346000,10 Feb 2026
Speed Cuber,https://www.youtube.com/playables/Ugkx5wp0OqvEBq3G_nXnJ2XQwnlOCj2fBSb8,Brain and puzzle,346 thousand plays,346000,16 Dec 2025
Fragments,https://www.youtube.com/playables/Ugkx4ghIJufz1sYP7FS0tgD3bGIi-iIJRFef,Arcade,344 thousand plays,344000,18 Nov 2025
Railroad Master,https://www.youtube.com/playables/UgkxXTMLRrgpbfHQUvJdmLyp7XWtRdSvHHWt,Simulation,343 thousand plays,343000,16 Aug 2026
Tropic Island Tycoon,https://www.youtube.com/playables/Ugkx-SB4exGiqIyWNqs9wV0NZqMMYD5WJcXI,Simulation,343 thousand plays,343000,10 Aug 2026
Bike Racing,https://www.youtube.com/playables/UgkxfpY_LlGn4aUOFhv0rD1qWvdrfdSoWJpc,Action,341 thousand plays,341000,12 Aug 2026
Daily Solitaire Classic,https://www.youtube.com/playables/UgkxpYPkA_ss12QHnADT1HdQ74Ue2tgi5Z-v,Board and card,341 thousand plays,341000,19 Jun 2026
Love Rush,https://www.youtube.com/playables/UgkxmjHuulFtbQ5wYrKSxO8mHntRmX6muFym,Brain and puzzle,340 thousand plays,340000,21 Jul 2026
Hidden Object: Street Of Secrets,https://www.youtube.com/playables/Ugkxz461_97qYqINca-pqV098UViDCCrCBrr,Brain and puzzle,340 thousand plays,340000,29 May 2026
Zooma Marble Blast,https://www.youtube.com/playables/Ugkxf5lCVQBE99duD9_K9Aloh1UlWSieWcF7,Brain and puzzle,340 thousand plays,340000,20 Jan 2026
Chicken Merge 2,https://www.youtube.com/playables/UgkxKQtElIt5IBe7e7tkAqXgtJghWSDqT6dr,RPG and strategy,339 thousand plays,339000,15 Jul 2026
Brick Builder,https://www.youtube.com/playables/Ugkx14eSrwUu1aSN_UwxhsE8HZnk7XWMz74j,Simulation,338 thousand plays,338000,12 Aug 2026
Astrominer,https://www.youtube.com/playables/Ugkxq2NrKDyL_WZzhl2uwZlBr-20vKPbUx5q,Arcade,337 thousand plays,337000,16 Dec 2025
Cube Merge 2048,https://www.youtube.com/playables/Ugkx8B6ovXGScGn8d1KRCzd2_-pf8bTpSImB,Brain and puzzle,336 thousand plays,336000,9 Jun 2026
Grill Sort,https://www.youtube.com/playables/Ugkxb8MSls1ye18RXxTmhM-UPQPlTj6n2e6-,Brain and puzzle,335 thousand plays,335000,3 Aug 2026
Don't Tap!,https://www.youtube.com/playables/Ugkx3VhJgTOj5yiHI9c1lhaaUbn8gE4Htrm5,Arcade,333 thousand plays,333000,14 Aug 2026
Wool Weave - Block Escape,https://www.youtube.com/playables/UgkxE0myJAJuqzGnaSUormilA11pSVlKh3f3,Brain and puzzle,Block Escape – 332 thousand plays,332000,20 Jan 2026
Hyper Wave Challenge,https://www.youtube.com/playables/UgkxpmmJcWUaEfW8qRP10i0hIkPXDm-E0Fl0,Arcade,331 thousand plays,331000,30 Jul 2026
Cook Soups: 3 in a Bowl,https://www.youtube.com/playables/Ugkx7cb9anqEat6wCMiyf_9f7PzNNT83nBG9,Brain and puzzle,331 thousand plays,331000,4 Jul 2026
Muscle Car Tycoon,https://www.youtube.com/playables/UgkxwfI8tj2EhsJ78CGPFIux_5S0OKfA8Dn8,Simulation,328 thousand plays,328000,28 Jan 2026
Global Idle Airline Tycoon,https://www.youtube.com/playables/UgkxBQvWT29YekXg2MPyUNQpALfZ0Z9GjvBD,Simulation,326 thousand plays,326000,6 Aug 2026
Line of Battle,https://www.youtube.com/playables/UgkxRt8cp4ov-xfnYSSQLfjoRbmRSY6gWPs2,Arcade,325 thousand plays,325000,16 Dec 2025
Hamster Shelter,https://www.youtube.com/playables/UgkxonAqO77HYeI3ZkOtJTQ0Ezk1yJ2c6aJR,Simulation,321 thousand plays,321000,2 Jul 2026
Snake of Bullets: Collect and Shoot!,https://www.youtube.com/playables/UgkxdXnZjQ1eYwkrnINo2zMml5nYSFUWm6MH,Action,320 thousand plays,320000,11 Aug 2026
Drop,https://www.youtube.com/playables/UgkxzSTDQzc27bLaeEDZO-XFH1pFuDbxFdGI,Arcade,320 thousand plays,320000,16 Dec 2025
Unscrew it!,https://www.youtube.com/playables/UgkxMUdbPlAtr0nOXMLSSWKBdg0j2B3D0bQk,Brain and puzzle,319 thousand plays,319000,26 Jun 2026
Chill Puzzle Solitaire,https://www.youtube.com/playables/UgkxmCvjigYDy4XCL5QE_sZ5kM5HKoDMgSXD,Brain and puzzle,319 thousand plays,319000,10 Feb 2026
Bucha Blocks,https://www.youtube.com/playables/UgkxZaD0ojANiK6sANujDTMqZPxTPqTM9msr,Arcade,319 thousand plays,319000,16 Dec 2025
Gender Party Run,https://www.youtube.com/playables/Ugkxrzw2SzCKCRGmQ9KgbfCP00cf24qVMijm,Arcade,315 thousand plays,315000,13 Aug 2026
NumMatch: Logic Puzzle,https://www.youtube.com/playables/UgkxuF2NHS6MlF23a9202ZAQtSbINhdJxblF,Brain and puzzle,312 thousand plays,312000,28 Apr 2026
Pack and Go,https://www.youtube.com/playables/UgkxqRowfdJl4cGRyo4TVmjOMdiPBJI6Jo9d,Brain and puzzle,310 thousand plays,310000,6 Jul 2026
Batwheels: Smash-n-Run,https://www.youtube.com/playables/UgkxsgqSecFzMQhmRjHq2m1jjxKLVBIlKU7N,Arcade,n-Run – 309 thousand plays,309000,5 Jun 2026
Chess Puzzles Collection,https://www.youtube.com/playables/UgkxL1qREKni-hZ9TLBhkqNTT9XCDUTC2GhQ,Board and card,309 thousand plays,309000,23 Dec 2025
Emergency Jam,https://www.youtube.com/playables/UgkxAEvNz585HpzEBjK2zKeeQs4mTSmF28O-,Brain and puzzle,308 thousand plays,308000,9 Jun 2026
Peanut the Guinea Pig,https://www.youtube.com/playables/Ugkx1vXXsdmYbWWEiqBWiYGcNIjVLb0zxfO8,Simulation,308 thousand plays,308000,10 Feb 2026
Stone Master,https://www.youtube.com/playables/Ugkx-bTRYj1yd7x0CdLOYiEklM_bwMxW6TAq,Arcade,307 thousand plays,307000,11 Aug 2026
Arc Driver,https://www.youtube.com/playables/UgkxQ7lgm7N7gnuYIcZKoGPPW3-U8TMSqrqp,Arcade,307 thousand plays,307000,9 Aug 2026
Merge a Mansion,https://www.youtube.com/playables/UgkxqAZVX0Tigp3r2BBEvJlz9clmHqEE4mEu,Brain and puzzle,305 thousand plays,305000,6 Aug 2026
