Title,URL,Genre,Plays,Plays for sorting,Publish Date
Sandwich Tower,https://www.youtube.com/playables/Ugkx0WXTW6srm0HuYbcnZK5KhjIF3qgfnUnw,Simulation,98 thousand plays,98000,20 Aug 2026
ASMR Color: Draw by number,https://www.youtube.com/playables/Ugkxmq13RN7QDJnAw0J1S6DIjNfuLYMGi0-Y,Brain and puzzle,98 thousand plays,98000,12 Aug 2026
Space Run - Galactic Endless Adventure,https://www.youtube.com/playables/Ugkxl_Gnsja6vZCKydBBw2XARoNuonfBJ6Td,Arcade,Galactic Endless Adventure – 98 thousand plays,98000,9 Jun 2026
Mahjong Adventure,https://www.youtube.com/playables/UgkxpiKI_75RgrbRnewgJ-WvrrW2l00fx-mJ,Brain and puzzle,98 thousand plays,98000,5 Jun 2026
Cosmic Paw,https://www.youtube.com/playables/UgkxxiHJ_wQBsmSm9rcXV2EY6yh7fCatGIyi,Action,98 thousand plays,98000,25 Feb 2026
Reikon Buddy Skygarden,https://www.youtube.com/playables/Ugkx4PKzdjnCrHx0Y_278buinVm2Xa021qAF,Simulation,98 thousand plays,98000,28 Jan 2026
"Tiny heroes tap, defeat monsters, collect loot!",https://www.youtube.com/playables/UgkxkmvYknTnH5V-0d7RIRQOQP5puhHHP75D,RPG and strategy,97 thousand plays,97000,26 Jun 2026
Cryptic Words: Word Puzzle Game,https://www.youtube.com/playables/Ugkx88dG3zEPBAy4Dy6-VuLrRqAgeCx9N97e,Trivia and word,97 thousand plays,97000,17 Jun 2026
Nut Jam,https://www.youtube.com/playables/UgkxYlOLwlH92x6Lp-o8lrJzevZFK1WOf3iL,Brain and puzzle,97 thousand plays,97000,21 Apr 2026
Cake Slice Sort 3D,https://www.youtube.com/playables/Ugkx-PQur8AoVPXIOr1SN_EV6mC0Y8eDntCA,Brain and puzzle,96 thousand plays,96000,20 Aug 2026
1 Moose 1 World,https://www.youtube.com/playables/UgkxL0TbgQuBOOYD3VonSkWbjRPCkoUdJ7ST,RPG and strategy,96 thousand plays,96000,13 Mar 2026
Sort the Splash,https://www.youtube.com/playables/Ugkx6ZVSc9rAoWkrJxR2YCX6w2oPj0NeqoBi,Brain and puzzle,95 thousand plays,95000,11 Aug 2026
Neon Jumper Cosmic Cat,https://www.youtube.com/playables/UgkxvAMblDR6KMRK6fND6I5VhQfizqXJngkA,Arcade,95 thousand plays,95000,10 Aug 2026
Coin Match,https://www.youtube.com/playables/UgkxqSSa7vbm5JYtxv4wWU8ZSm5jka9xymfM,Brain and puzzle,95 thousand plays,95000,1 Jul 2026
Dunk Fever,https://www.youtube.com/playables/UgkxfrSZ7zF89lYVFkUuqo5d_70Z5cTau2IY,Arcade,94 thousand plays,94000,30 Jul 2026
Spider Solitaire Blue,https://www.youtube.com/playables/UgkxOo1HtQzop5Yuu-gBspDfI_BQGATExEOB,Brain and puzzle,94 thousand plays,94000,29 Jun 2026
Bouncy Fruits,https://www.youtube.com/playables/Ugkxp8MxUDauunC2C_E--8dwEzlwFPgqwnoV,Arcade,94 thousand plays,94000,10 Jun 2026
Mahjong Classic,https://www.youtube.com/playables/UgkxHk3wxSRhUXhln6zDOdmnY-Iv0ohqTulj,Brain and puzzle,94 thousand plays,94000,21 May 2026
Mahjong Royal - Classic Puzzle,https://www.youtube.com/playables/UgkxT4SPDYo8HYKqDAUFQiGcth5aAjes_Vq6,Brain and puzzle,Classic Puzzle – 93 thousand plays,93000,29 Apr 2026
Fieryluigi's Garden of Hope,https://www.youtube.com/playables/UgkxJxZJHkgwq5baCF2bziWX0vLC9u5tzt-v,Simulation,93 thousand plays,93000,20 Feb 2026
Jompy Jump,https://www.youtube.com/playables/Ugkxr-RzU7eo-6QV09ypfpO0QAl8SC0FUufU,Arcade,92 thousand plays,92000,21 Aug 2026
Daily Chess Puzzle,https://www.youtube.com/playables/Ugkxe3aZiuMGEiK97ML_LoUGLPutrDcEdZk0,Board and card,92 thousand plays,92000,17 Mar 2026
Drone Package Unboxing Drop — KhanFlicks,https://www.youtube.com/playables/UgkxJNGpISLHVXt4nRTe0rsBQBFBDq7x1cM_,Arcade,92 thousand plays,92000,14 Mar 2026
Tiles Island,https://www.youtube.com/playables/Ugkx1HgGclcaH8u2hzbvTnmds-WOTOut9ssv,Brain and puzzle,92 thousand plays,92000,24 Feb 2026
Cliff Survival,https://www.youtube.com/playables/UgkxUBLueRhp3Hrin5rnwVV0OBBFX3IqY__p,Arcade,91 thousand plays,91000,14 Aug 2026
Human Verification,https://www.youtube.com/playables/UgkxHdkwpf63wV7pQvaimwWCkJfcrELLrJmJ,Brain and puzzle,90 thousand plays,90000,14 Aug 2026
Quizmania: Trivia game,https://www.youtube.com/playables/UgkxzbJP8eRrv7WBFGPbrmumzk7SunTAjk6o,Brain and puzzle,90 thousand plays,90000,9 Jun 2026
Doc Legendary's Prior Auth Adventure (Volume 1),https://www.youtube.com/playables/Ugkxvrz3uVNbZBYNZMh3V1tj3vK7lAKp80pa,Brain and puzzle,90 thousand plays,90000,5 Feb 2026
Cat Box Merge,https://www.youtube.com/playables/UgkxUN4ZWbaPS7sgs2E89dSnnuAgrDGDduiI,Brain and puzzle,89 thousand plays,89000,19 Aug 2026
Soccer Orbit,https://www.youtube.com/playables/UgkxzYhrb5wD_ybZckjB0jv_jtjDQFyFUuP2,Arcade,89 thousand plays,89000,14 Aug 2026
Zen Blossom: Flower Tile Match,https://www.youtube.com/playables/UgkxNk9b0u9GgDoCYfo5ExHF6VL_bOnZXdzL,Brain and puzzle,89 thousand plays,89000,21 Jul 2026
Tile Adventure,https://www.youtube.com/playables/UgkxRGEDmwB9C_JXFVKoF91pfhiNVrdleXoR,Brain and puzzle,89 thousand plays,89000,7 Jul 2026
CircleTrix,https://www.youtube.com/playables/Ugkxa1Ld1l_PwGrOGBQ4dXkw5zICoBLSXhB5,Arcade,89 thousand plays,89000,8 Jun 2026
Fruit Connect 3,https://www.youtube.com/playables/UgkxhSpDSSlPC52EFsy1DZOF5v9L02XyzpzQ,Brain and puzzle,89 thousand plays,89000,5 Jun 2026
Colored Cans,https://www.youtube.com/playables/UgkxEfhnH7Gi7IPi7JLJ__U7uIdc4P5JG3KK,Brain and puzzle,88 thousand plays,88000,20 Aug 2026
Thread tangle,https://www.youtube.com/playables/Ugkxsg5D6c9ebGNgVXuXucCWwrTQmzUeH84p,Brain and puzzle,88 thousand plays,88000,13 Aug 2026
Slice Master - Fruit Slicing Challenge,https://www.youtube.com/playables/UgkxP-WlAh1GDfIsghLWgi1RIPEbZVkZi1n0,Arcade,Fruit Slicing Challenge – 88 thousand plays,88000,3 Aug 2026
Nuts & Bolts Sort Puzzle,https://www.youtube.com/playables/UgkxKofZu26dfWKG4LiDp0MxOmy5ry7pmf_u,Brain and puzzle,88 thousand plays,88000,26 Jul 2026
Dice Masters - Classic Dice Strategy Game,https://www.youtube.com/playables/UgkxbL8VU-kIaf-_jMCgC0-nAdbYxRuodxI5,Board and card,Classic Dice Strategy Game – 88 thousand plays,88000,5 Jun 2026
Block Breaker,https://www.youtube.com/playables/UgkxhFr-uJwx3eMlJFshF1f3wLYFHyOjJ0i5,Brain and puzzle,88 thousand plays,88000,29 May 2026
Brickbox,https://www.youtube.com/playables/Ugkxtdrciw4X_2FsOruyFUqgHlc62D2aqqgD,Brain and puzzle,87 thousand plays,87000,14 Aug 2026
Cricket Clash,https://www.youtube.com/playables/UgkxGxy5c3S_w-Km2sT29-3jgaXQDDsEYRXk,Sport,87 thousand plays,87000,5 Aug 2026
Magnet Balls 2,https://www.youtube.com/playables/Ugkxaje5oLfdRqlq-JKu3v5lE0KWhR2p-gIb,Brain and puzzle,87 thousand plays,87000,30 Jun 2026
Color Nuts,https://www.youtube.com/playables/UgkxiWDlGDe-rFMqJ5JvjCgBJuGnwvEB5Z-t,Brain and puzzle,87 thousand plays,87000,8 Jun 2026
Solitaire - Classic Card Puzzle Game,https://www.youtube.com/playables/UgkxA5snIhBDXc_av8BhLSMsZcxrIjsHqS5m,Board and card,Classic Card Puzzle Game – 87 thousand plays,87000,29 May 2026
Perfect Pump,https://www.youtube.com/playables/UgkxfxTDO18ErePXSa4KeVnxrfICuYiE9Ui5,Arcade,87 thousand plays,87000,25 May 2026
Number Sum,https://www.youtube.com/playables/UgkxeYgdIX8nKlRBVN5soYTbBPDtLF-moqm1,Brain and puzzle,86 thousand plays,86000,13 Aug 2026
Jigsaw Journey,https://www.youtube.com/playables/Ugkx981z6InC45kU_FASwrxJWZDrAheRwN3K,Brain and puzzle,86 thousand plays,86000,7 Jul 2026
Bubble Letters,https://www.youtube.com/playables/UgkxzJqeCERtMQ7-CstNtGaYZTWq24XY6Ivk,Brain and puzzle,86 thousand plays,86000,17 Jun 2026
4 Colors,https://www.youtube.com/playables/Ugkx_5oMtxxgVXTMiRv74T6Ue43EKMkSNKxw,Board and card,85 thousand plays,85000,20 Aug 2026
Spin Match – Fast Paced Color Puzzle Game,https://www.youtube.com/playables/UgkxgNOwJZmWhoClPb4YiJsh534Mmz7qXsD5,Brain and puzzle,Fast Paced Color Puzzle Game – 85 thousand plays,85000,27 May 2026
Army Evolution: Merge & Tactics,https://www.youtube.com/playables/Ugkx_AmGT9Ei8qSa_9HxcWf6FcQWhYZe5ahh,RPG and strategy,84 thousand plays,84000,18 Aug 2026
Spell Survivours,https://www.youtube.com/playables/Ugkxk_ykRed-muwMU9VWltCOvBm-fYS7ukYK,Action,84 thousand plays,84000,12 Aug 2026
Food Merge Cafe,https://www.youtube.com/playables/Ugkx3PIflN-yqPeEpt0FV8Hie6yE_pNTzWWw,Brain and puzzle,84 thousand plays,84000,11 Aug 2026
Pinball FRVR,https://www.youtube.com/playables/Ugkxb8lXj9ldtzj0CvzY5CissEmSImFPmDLe,Arcade,84 thousand plays,84000,25 May 2026
Flick Gate,https://www.youtube.com/playables/Ugkx26pG0dgPZ1y4VvN2mj0VOfPVqb6-1Etf,Arcade,84 thousand plays,84000,5 Feb 2026
Flower Shop: Merge and Sell,https://www.youtube.com/playables/UgkxNj6BijiPQ_0ZYXhd4NHqtQYG7uBnM4On,Arcade,83 thousand plays,83000,30 Jul 2026
Drop Four Evolved,https://www.youtube.com/playables/UgkxRUmqH27dzdJtRotluX_ZfcBZLKUpk5a0,Board and card,83 thousand plays,83000,24 Mar 2026
Chopsticks,https://www.youtube.com/playables/UgkxmP8q8Z3swbqsl91MYrURw_M8z-7MeOyf,RPG and strategy,82 thousand plays,82000,18 Aug 2026
Hoop World: Flip Dunk Game 3D,https://www.youtube.com/playables/UgkxjC3qXLVhF0WhXi_I19r1p41KmxSGIPfX,Sport,82 thousand plays,82000,18 Aug 2026
Water Mania,https://www.youtube.com/playables/UgkxPdd8IMqLDMiZt5pmVFzINKNalmZWgTQk,Brain and puzzle,82 thousand plays,82000,14 Aug 2026
Secrets of Charmland,https://www.youtube.com/playables/Ugkxr-_cfFWTSn1jlnqWfr2xt78pQX_AfVdp,Brain and puzzle,82 thousand plays,82000,17 Jul 2026
BoxBlocks,https://www.youtube.com/playables/Ugkxg5lSMDTXMAqmdE96X4T73Mp9WQRARz85,Brain and puzzle,82 thousand plays,82000,24 Jun 2026
Sky Catch,https://www.youtube.com/playables/UgkxA-X31bYoolTyKut8F_JVliBPx2FDbc9v,Action,82 thousand plays,82000,28 Jan 2026
Tanghulu Sort,https://www.youtube.com/playables/Ugkxr8LY3kc4YBG4vF4ENhc6bUF2nnuwbXnY,Brain and puzzle,81 thousand plays,81000,4 Aug 2026
Heroes of Match 3,https://www.youtube.com/playables/UgkxxMy3LcqEe2IR8vjP48hfHZNOUAEwYJ3F,Brain and puzzle,81 thousand plays,81000,17 Jul 2026
Hoop & Balls,https://www.youtube.com/playables/UgkxYFz-JrB7PXGY2s9gqEjU6aNwOkNnKWx8,Arcade,81 thousand plays,81000,25 Jun 2026
Zumble Story,https://www.youtube.com/playables/UgkxOmnNZ7x_fegBfZN1Q3qXEZL8JHf4kOYW,Brain and puzzle,81 thousand plays,81000,18 Jun 2026
WordSearch,https://www.youtube.com/playables/UgkxgphE17ptVUDLedT-o3JcFc2a72bn9ev3,Trivia and word,80 thousand plays,80000,21 Jul 2026
Cup Conjurer,https://www.youtube.com/playables/Ugkx0AxNHLb32K5ZXlTFLL1wtRBWgoet-eDT,Arcade,80 thousand plays,80000,24 Jun 2026
Memory Puzzle,https://www.youtube.com/playables/UgkxbCrZDAIJ6ogr2HPr9jq7byT6oGXmlTBH,Brain and puzzle,80 thousand plays,80000,18 May 2026
Pinata Crush,https://www.youtube.com/playables/Ugkxv-qnuKhcFc2CTywt7_2JdVXiPg4JWbjE,Arcade,79 thousand plays,79000,14 Aug 2026
Satisfying Ball Clicker,https://www.youtube.com/playables/Ugkx17olzmPtd9wz97FNfhdFYJvneatPUtlp,Arcade,79 thousand plays,79000,7 Aug 2026
UFO Collector,https://www.youtube.com/playables/UgkxZHbbXLZm28wLgllZmT2y9eoPHURclw9b,Action,79 thousand plays,79000,6 Aug 2026
Shape Drop,https://www.youtube.com/playables/UgkxseXIb7v_urOCH-0UT9rmbwHfyKQf7ynM,Arcade,78 thousand plays,78000,14 Aug 2026
Voxel flow,https://www.youtube.com/playables/UgkxRqwmxil3C1HjWevcMryAGNiQETYVhuae,Brain and puzzle,78 thousand plays,78000,3 Aug 2026
Zoologic,https://www.youtube.com/playables/Ugkxe-B5bT41Xqg7qZ1n_q7mxd8bespSidoA,Brain and puzzle,76 thousand plays,76000,21 Aug 2026
Potion Merge,https://www.youtube.com/playables/UgkxlOVFlP3v_m3Sq-FPLUGqFVC1v6XdC1DJ,Brain and puzzle,76 thousand plays,76000,7 Aug 2026
Cloud Hopper - Sky Jump Adventure,https://www.youtube.com/playables/Ugkxhn6Gs78lL-p6tZwQ3JaPqbuKxsURz504,Arcade,Sky Jump Adventure – 76 thousand plays,76000,1 Aug 2026
Color Towers,https://www.youtube.com/playables/UgkxrYo3qW2aYQbi8sCy39UHrsBSfkTsW55R,Brain and puzzle,76 thousand plays,76000,1 Jul 2026
Pets Rush,https://www.youtube.com/playables/Ugkxt0iWx8ntPp6xNKeOgwQSZQ_amCg0bSaf,Brain and puzzle,76 thousand plays,76000,21 Apr 2026
MasterScavenger,https://www.youtube.com/playables/UgkxAhKQMJWCiUhYxQKHWtwsSg5xOjYyjjRM,Action,75 thousand plays,75000,18 Aug 2026
2048 Block Master,https://www.youtube.com/playables/Ugkxe6ohD3kuFmIGfupQGQCBYqSj3uqNoPB1,Brain and puzzle,75 thousand plays,75000,13 Jul 2026
Block Blast,https://www.youtube.com/playables/Ugkxcb-gH-9Q9k2hzliyzb_Vhc_7tc6WRB0S,Brain and puzzle,75 thousand plays,75000,29 May 2026
Fieryluigi's Seeker Friends,https://www.youtube.com/playables/UgkxPVdYKUjWGa3UrzTLqEL-FPlxFg-hlKf2,Action,75 thousand plays,75000,9 Feb 2026
Love Drop,https://www.youtube.com/playables/Ugkx8K4o1e_OVcZ8SuasxyjdzU54IJVLX4dq,Brain and puzzle,74 thousand plays,74000,5 Aug 2026
Association Bubble Merge,https://www.youtube.com/playables/Ugkx6HQTph91x7mkdcHBqgdoN-8ivjHDRJ4j,Trivia and word,73 thousand plays,73000,7 Aug 2026
Panda Match Ten,https://www.youtube.com/playables/Ugkx9bike3y9OwdxY_1FFh8cY1ptCaTTGqlk,Brain and puzzle,73 thousand plays,73000,20 Jun 2026
Sort The Food 3D by @uk4deeGames,https://www.youtube.com/playables/UgkxWfAS6edfAXKGdMV-D9F-LyOsRuA4tdC6,Arcade,72 thousand plays,72000,12 Aug 2026
Parking Fenzy,https://www.youtube.com/playables/UgkxrjiwoMFTrxitr0V0r9HP_P-CuLLzQ3SH,Brain and puzzle,72 thousand plays,72000,7 Aug 2026
Patisserie Push,https://www.youtube.com/playables/UgkxwVhpdMKWmjOV33b6Qwiw8z0EoJbUK9pw,Brain and puzzle,72 thousand plays,72000,5 Aug 2026
Take a Card - Go Fish,https://www.youtube.com/playables/UgkxjR0d5hQI9tENnMu7Khv4Z3lbH_sPPT29,Board and card,Go Fish – 72 thousand plays,72000,10 Jun 2026
Daily Ludo,https://www.youtube.com/playables/UgkxzP2NmEkyKCcv9-N-VHmLjK8tiKN8g65K,Board and card,71 thousand plays,71000,6 Aug 2026
Remove the Arrows,https://www.youtube.com/playables/UgkxVvNxURhuiprPfAzA-LapYrXGv0h2fY2R,Brain and puzzle,71 thousand plays,71000,31 Jul 2026
Solitaire: Card Master,https://www.youtube.com/playables/UgkxwTt6z74tPSSpCl_-NpU9_KcfE6mRu_bm,Brain and puzzle,71 thousand plays,71000,28 Jul 2026
Emoji Catcher - Catch Crazy Falling Emojis,https://www.youtube.com/playables/UgkxgmzhrzCGyojT4yQWE8XnA1IvYo5JaPqB,Arcade,Catch Crazy Falling Emojis – 71 thousand plays,71000,28 May 2026
Paint'em All,https://www.youtube.com/playables/Ugkx9BExeOKfO-Im3A6BkLfAEUFX6O6qKGfL,Brain and puzzle,70 thousand plays,70000,6 Aug 2026
Match 3 BunBun's Wasteland,https://www.youtube.com/playables/UgkxXE6ppdHhTcxnVl0Mw7ySUoACSiYqF0Ul,Brain and puzzle,70 thousand plays,70000,27 Jan 2026
2048 Pizza,https://www.youtube.com/playables/UgkxyDmhFEnNDJoFeAe0GkgG9U5dQXUrJ81B,Brain and puzzle,69 thousand plays,69000,13 Aug 2026
Word Reef: Word Sort Puzzle,https://www.youtube.com/playables/UgkxKHo4W2ghggEpJYv-9sa_SPAp8Tq3K_HK,Brain and puzzle,69 thousand plays,69000,11 Aug 2026
Pop The Birds,https://www.youtube.com/playables/UgkxCS9PaUnDroV3-LZ0ZY0O_k8QC4YpllXx,Brain and puzzle,69 thousand plays,69000,28 Jul 2026
Phrasle Master,https://www.youtube.com/playables/Ugkx5kI8kT9pWUyhspWqKECHzXDEeo6Yzuu3,Trivia and word,69 thousand plays,69000,24 Jul 2026
Line Link,https://www.youtube.com/playables/UgkxNyiH3pbMT_c27cUmghpMr-l6CfI-VwR1,Brain and puzzle,69 thousand plays,69000,22 Jul 2026
CONNECT,https://www.youtube.com/playables/UgkxedfJ3OB4XHVe9WSr36ra1uHWOZ7enYol,Brain and puzzle,69 thousand plays,69000,16 Jun 2026
Football Stars,https://www.youtube.com/playables/UgkxomMOKe9v_M2CMediHiBpA4d7DMKC9l8H,Action,68 thousand plays,68000,21 Aug 2026
Logic Lab,https://www.youtube.com/playables/UgkxR1iIR5AJRyu2TrIqj1q2Szy0qEmZJjsm,Brain and puzzle,68 thousand plays,68000,17 Aug 2026
Gear Army,https://www.youtube.com/playables/Ugkx5LyS08UoSPCBtobWgiSe3Y1Gv1tMGO4t,RPG and strategy,68 thousand plays,68000,12 Aug 2026
Walls – What needs to come down,https://www.youtube.com/playables/Ugkx8mLM8U9XHjBNzOpiHmINOSU-S315hcL0,Arcade,What needs to come down – 68 thousand plays,68000,2 Aug 2026
Spades,https://www.youtube.com/playables/Ugkxz2z2FmZUvyYOy-qgC-KeKbImA1l0zmZ6,Board and card,68 thousand plays,68000,30 Jul 2026
Magic Bubbles,https://www.youtube.com/playables/Ugkx3CeVcIz-7asHlJs6hbHhgaOzHtuX5-rn,Arcade,67 thousand plays,67000,10 Jul 2026
Connect Cycle,https://www.youtube.com/playables/UgkxLNFYraBqGUmPmD8AXRp77zPf7eZ_G8p6,Brain and puzzle,67 thousand plays,67000,26 Jun 2026
Warehouse 24/7,https://www.youtube.com/playables/Ugkxic8vwpDmG4noEbu2bwLxSHFn7XatRv1z,Arcade,66 thousand plays,66000,17 Aug 2026
Ninja Dragon,https://www.youtube.com/playables/UgkxBmKXeIfF6gyAnCrjTnl6ZmdXMSjv28hu,Arcade,66 thousand plays,66000,12 Aug 2026
Plinko Click,https://www.youtube.com/playables/UgkxTKk8C0zrVxwVjQAHU4rAKN5h2Pwdlayk,Arcade,66 thousand plays,66000,12 Aug 2026
Word Genius,https://www.youtube.com/playables/Ugkx0Lpc5ZPc10ZMySwxExUp7CapMbsK5RF0,Brain and puzzle,66 thousand plays,66000,6 Jul 2026
Word Ladder,https://www.youtube.com/playables/UgkxNozOq7QzTIjDI5FY0XNN0OhwTZeZ0VEn,Trivia and word,66 thousand plays,66000,3 Jul 2026
Word Scramble - Family Tales,https://www.youtube.com/playables/UgkxWoBDJD16Rxojjtrr7S962Wl2O31_KCSc,Trivia and word,Family Tales – 66 thousand plays,66000,2 Jul 2026
Solitaire Classic,https://www.youtube.com/playables/UgkxOLopA6AaKISULfzvt4daC6m9oS-61Byp,Board and card,66 thousand plays,66000,16 Jun 2026
Find the Ghost,https://www.youtube.com/playables/UgkxQsQ3RPiwpuJVgkMTdJpeuOSzxIK-XAGC,Brain and puzzle,65 thousand plays,65000,11 Aug 2026
8-Ball Billiards - Classic Cue Challenge,https://www.youtube.com/playables/UgkxtLQMGPN_VgZrv18cAdSte58MzGSMM3l1,Sport,Ball Billiards - Classic Cue Challenge – 65 thousand plays,65000,5 Aug 2026
Mahjong Cute Tiles,https://www.youtube.com/playables/UgkxBKfEuHHlXACbXdy0Z4IUazbzvg_Qbbco,Brain and puzzle,65 thousand plays,65000,1 Jul 2026
Atari Asteroids,https://www.youtube.com/playables/UgkxEY5x9Q7VAn8OLT1pzVm8IX3lBPVgIZzu,Arcade,65 thousand plays,65000,25 Jun 2026
Connect Zip,https://www.youtube.com/playables/UgkxY7STFTGAmlPftugR40j9APtcUsCmHhzi,Brain and puzzle,65 thousand plays,65000,16 Jun 2026
2048 NEON,https://www.youtube.com/playables/UgkxpspH-9Ngn4XQU464Z-hdqJy08S6nkA0d,Brain and puzzle,65 thousand plays,65000,15 Jun 2026
Tennis Legends,https://www.youtube.com/playables/UgkxQdmSIR7axf2XbJTCXQGhXz88fyCprzrx,Sport,64 thousand plays,64000,17 Aug 2026
Sudoku Infinity,https://www.youtube.com/playables/UgkxMYi4ohvNf3QfgfZLx6AZK-FMDi_aTkmY,Brain and puzzle,64 thousand plays,64000,7 Aug 2026
Solitaire Spider,https://www.youtube.com/playables/Ugkx70GN3c-DiVFxHcOCUWd3_-80GfNajPSL,Board and card,64 thousand plays,64000,29 Jun 2026
Jumper Quest,https://www.youtube.com/playables/UgkxT5gJvmMaWkqhkYORmAvpvk59SK4oGM4Z,Brain and puzzle,63 thousand plays,63000,1 Aug 2026
Thud Squad,https://www.youtube.com/playables/Ugkx2tWGek9TA-4ngOzbMdxU_EZFpBs_9gam,Arcade,62 thousand plays,62000,20 Aug 2026
Flipper Dunk 3D,https://www.youtube.com/playables/UgkxN_uE-NuuXJoEsvEurFUtLA_fZLS9_B63,Arcade,62 thousand plays,62000,18 Aug 2026
Rolling In Gears,https://www.youtube.com/playables/Ugkxa_gKafHj7llLHRIWJLWr6I1_4aRlzmHx,Brain and puzzle,62 thousand plays,62000,11 Aug 2026
Block Buster Puzzle Blast,https://www.youtube.com/playables/UgkxtiOo2mS9fKOLrbHESzcq7z2IePyu7nHO,Brain and puzzle,61 thousand plays,61000,21 Aug 2026
Ants Collect 3D by @uk4deegames,https://www.youtube.com/playables/UgkxlAiHn-kcRUrYyo1m3GtnlD7tEDi8GMgZ,Brain and puzzle,61 thousand plays,61000,18 Aug 2026
Seating Frenzy,https://www.youtube.com/playables/UgkxGsbq6mWOxwg7_ydAg7Bk3k3gBYqrTEF_,Brain and puzzle,61 thousand plays,61000,7 Aug 2026
Stick The Blocks 3D by @uk4deegames,https://www.youtube.com/playables/Ugkxpb-AL4cLMuGFMVe4f8FJhOaoA5ZptmmO,Arcade,60 thousand plays,60000,21 Aug 2026
Roundy Block,https://www.youtube.com/playables/UgkxYQsiLj832wWolxV27ibjAPrTSsBbAOMT,Brain and puzzle,60 thousand plays,60000,18 Aug 2026
Basket Champ,https://www.youtube.com/playables/UgkxAuf38Ld-sXUI6PRbFsFl7R0JYFXXEJFn,Sport,60 thousand plays,60000,17 Aug 2026
Arrow Escape : Tap Puzzle Game,https://www.youtube.com/playables/UgkxMPSKKe9PkNzErH0m1DbtliAogqQ4X07T,Brain and puzzle,60 thousand plays,60000,1 Aug 2026
Thread Match,https://www.youtube.com/playables/Ugkx9skVKDQ2txGpM9dwgFFwI0HCm5_leUFE,Brain and puzzle,59 thousand plays,59000,13 Aug 2026
TapTap Arrow Classic,https://www.youtube.com/playables/UgkxcO6T9240U_hnvp4eKWSxmfLsBP4fMcW4,Brain and puzzle,59 thousand plays,59000,7 Aug 2026
Cube Sort,https://www.youtube.com/playables/UgkxXgKGaCd2ZaZxB9nOwdmjK8j2c5s7QyQ0,Brain and puzzle,59 thousand plays,59000,4 Aug 2026
Classic Nonogram,https://www.youtube.com/playables/UgkxlUFmilnXxc6Z8kXr39AAeyjd9ZMRpda8,Brain and puzzle,58 thousand plays,58000,13 Aug 2026
Trio Tile Puzzle,https://www.youtube.com/playables/UgkxvD4aulJ8MCvUlpCwroUMaAN-L9Uw8E_f,Brain and puzzle,58 thousand plays,58000,2 Jul 2026
Color Balance,https://www.youtube.com/playables/Ugkx_djEgcaGFUKGtjaTUK9alekTZ6RjJOnO,Brain and puzzle,58 thousand plays,58000,19 Jun 2026
Solitaire Ninja - Classic Solitaire Card Game,https://www.youtube.com/playables/UgkxnF4pbe7lFe9PbQOFd7i5m2LkhZ5WRGoj,Board and card,Classic Solitaire Card Game – 58 thousand plays,58000,25 May 2026
Master Checkers,https://www.youtube.com/playables/Ugkx513r2lHf2Znuu5NIbx1EO2Vn5GyHS6aK,Board and card,57 thousand plays,57000,20 Aug 2026
Stickman Smash Tower,https://www.youtube.com/playables/Ugkx4IxZUK2-UTEyjqAzi3yhZLQj2FOs3Vak,Arcade,57 thousand plays,57000,20 Aug 2026
Cannon Basket,https://www.youtube.com/playables/UgkxXGZF1ssNFIBO08DZufexwXc7gQWwEMwh,Brain and puzzle,57 thousand plays,57000,13 Aug 2026
Tap Gallery: Unpuzzle Images,https://www.youtube.com/playables/UgkxknE--A-VVHTPR5oF9VL_3Y930bQdyGWY,Brain and puzzle,57 thousand plays,57000,6 Aug 2026
Funny Merges: Grow a Flower,https://www.youtube.com/playables/UgkxtppRc2MtOcs9e_pTe6NwmHfjbKqavNDx,Brain and puzzle,57 thousand plays,57000,1 Jul 2026
"Candy Escape - Match, Burst & Escape",https://www.youtube.com/playables/UgkxqfJ7RbmOBg2v2I1V7_ywDPYWvrFIaLJl,Brain and puzzle,"Match, Burst & Escape – 57 thousand plays",57000,30 Jun 2026
Spiderette,https://www.youtube.com/playables/UgkxWmtgHEWKYTzPWVl6qwZ8KuaVWLlulUL8,Board and card,57 thousand plays,57000,25 Jun 2026
Pongis Ice,https://www.youtube.com/playables/Ugkxz3LMthcHLvUa5DhFUFYrcgvcvrFB3wRP,Sport,56 thousand plays,56000,21 Aug 2026
2020 Connect,https://www.youtube.com/playables/UgkxRJmUGVhEaxtVFjwQWOWz2_jBhc8fbfrd,Brain and puzzle,56 thousand plays,56000,2 Jul 2026
Brain Master,https://www.youtube.com/playables/Ugkx7LdpkpzrkpZrL02y9kIDomVO_GgKjlfB,Brain and puzzle,55 thousand plays,55000,22 Aug 2026
Solitaire Mahjong Classic,https://www.youtube.com/playables/UgkxnFWKoIDWpDc9JHv_WaCvRXj1AWXy_b9j,Board and card,55 thousand plays,55000,6 Jul 2026
Bunny & Cat Café Match,https://www.youtube.com/playables/UgkxuoHLlyGhrttvzO-N0CxIb-NxvIyOtge6,Brain and puzzle,55 thousand plays,55000,11 Feb 2026
Bubble Bandit,https://www.youtube.com/playables/UgkxNn23EpkEu-3Qo9KR3lqz9Rz2kNkrDAcf,Arcade,54 thousand plays,54000,10 Jul 2026
